ReportingDate,Provider Name,County,TYPE,NEW RESIDENT CASES,TOTAL RESIDENT CASES,NEW RESIDENT DEATHS,TOTAL RESIDENT DEATHS,NEW STAFF CASES,TOTAL STAFF CASES,NEW STAFF DEATHS,TOTAL STAFF DEATHS,Reporting,VLOOKUP,Change Score
2020-11-09,MERIDIAN HEIGHTS,CHIPPEWA,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,MEDILODGE OF SAULT STE MARIE,36
2020-11-09,HORIZON SENIOR LIVING II,CLARE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,NORTH WOODS NURSING CENTER,40
2020-11-09,MCBRIDE MAIN STREET LIVING,CLARE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF CLARE,36
2020-11-09,MEDILODGE OF CLARE,CLARE,SNF,2.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes,MEDILODGE OF CLARE,100
2020-11-09,NORTH WOODS NURSING CENTER,CLARE,SNF,0.0,40.0,3.0,8.0,3.0,28.0,0.0,0.0,Yes,NORTH WOODS NURSING CENTER,100
2020-11-09,PIONEER GOLDEN ESTATES ASSISTED LIVING,CLARE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF CLARE,35
2020-11-09,PIONEER GOLDEN ESTATES C,CLARE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF CLARE,41
2020-11-09,PIONEER GOLDEN ESTATES MEMORY CARE,CLARE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF CLARE,43
2020-11-09,PRESTIGE PLACE I,CLARE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF CLARE,47
2020-11-09,PRESTIGE PLACE II,CLARE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF CLARE,46
2020-11-09,"ADDIE'S ACRES, LLC",CLINTON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,OVID HEALTHCARE CENTER,40
2020-11-09,ADDINGTON PLACE OF DEWITT STE 2,CLINTON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,THE WILLOWS AT EAST LANSING,36
2020-11-09,ADDINGTON PLACE OF DEWITT STE 3,CLINTON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,THE WILLOWS AT EAST LANSING,36
2020-11-09,GRACE HAVEN ASSISTED LIVING-SPECIALIZED CARE,CLINTON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,OVID HEALTHCARE CENTER,40
2020-11-09,GRACE HAVEN ASSISTED LIVING-SUPPORTIVE CARE,CLINTON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,THE WILLOWS AT EAST LANSING,40
2020-11-09,GUNNISONVILLE MEADOWS,CLINTON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HAZEL I FINDLAY COUNTRY MANOR,38
2020-11-09,HAZEL I. FINDLAY COUNTRY MANOR,CLINTON,SNF,0.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,Yes,HAZEL I FINDLAY COUNTRY MANOR,98
2020-11-09,OVID HEALTHCARE CENTER,CLINTON,SNF,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes,OVID HEALTHCARE CENTER,100
2020-11-09,THE WILLOWS AT EAST LANSING,CLINTON,SNF,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes,THE WILLOWS AT EAST LANSING,100
2020-11-09,THE WOODLANDS OF DEWITT,CLINTON,HFA,,0.0,,0.0,,0.0,,0.0,Yes,THE WILLOWS AT EAST LANSING,44
2020-11-09,"VISTA SPRINGS TIMBER RIDGE, LLC 1",CLINTON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,THE WILLOWS AT EAST LANSING,42
2020-11-09,"VISTA SPRINGS TIMBER RIDGE, LLC 2",CLINTON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,THE WILLOWS AT EAST LANSING,42
2020-11-09,"VISTA SPRINGS TIMBER RIDGE, LLC 3",CLINTON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,THE WILLOWS AT EAST LANSING,42
2020-11-09,GRAYLING NURSING & REHAB COMMUNITY,CRAWFORD,SNF,0.0,18.0,0.0,2.0,0.0,31.0,0.0,0.0,Yes,GRAYLING NURSING & REHAB COMMUNITY,100
2020-11-09,MUNSON HEALTH CRAWFORD CONTINUING CARE,CRAWFORD,SNF,0.0,18.0,0.0,2.0,0.0,17.0,0.0,0.0,Yes,MUNSON HEALTHCARE CRAWFORD CONTINUING CARE CENTER,87
2020-11-09,NORTHERN PINES ASSISTED LIVING,CRAWFORD,AFC,,0.0,,0.0,,0.0,,0.0,Yes,GRAYLING NURSING & REHAB COMMUNITY,40
2020-11-09,BISHOP NOA HOME FOR SENIOR CITIZENS,DELTA,SNF,1.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,Yes,BISHOP NOA HOME FOR SENIOR CITIZENS,100
2020-11-09,BISHOP NOA HOME FOR SENIOR CITIZENS HFA,DELTA,HFA,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes,BISHOP NOA HOME FOR SENIOR CITIZENS,95
2020-11-09,BRIDGEWOOD CENTRAL,DELTA,AFC,,0.0,,0.0,,1.0,,0.0,Yes,CHRISTIAN PARK HEALTH CARE CENTER,41
2020-11-09,CEDAR HILL ASSISTED LIVING & SENIOR HOUSING,DELTA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,BISHOP NOA HOME FOR SENIOR CITIZENS,45
2020-11-09,CHRISTIAN PARK HCC,DELTA,SNF,11.0,62.0,3.0,12.0,6.0,44.0,0.0,0.0,Yes,CHRISTIAN PARK HEALTH CARE CENTER,86
2020-11-09,CHRISTIAN PARK VILLAGE,DELTA,SNF,0.0,52.0,0.0,11.0,3.0,39.0,0.0,0.0,Yes,CHRISTIAN PARK VILLAGE,100
2020-11-09,LAKEVIEW ASSISTED LIVING AFC,DELTA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,CHRISTIAN PARK VILLAGE,42
2020-11-09,LAKEVIEW ASSISTED LIVING II,DELTA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,CHRISTIAN PARK VILLAGE,43
2020-11-09,"LAKEVIEW ASSISTED LIVING IV, LLC",DELTA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,CHRISTIAN PARK VILLAGE,43
2020-11-09,MURRAYS COUNTRY VIEW,DELTA,HFA,,0.0,,0.0,,0.0,,0.0,Yes,CHRISTIAN PARK HEALTH CARE CENTER,38
2020-11-09,ST. JUDE'S AFC HOME,DELTA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,BISHOP NOA HOME FOR SENIOR CITIZENS,86
2020-11-09,BELGIUM POINTE,DICKINSON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MANORCARE NURSING AND REHABILITATION CENTER,39
2020-11-09,FREEMAN NURSING & REHAB,DICKINSON,SNF,0.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,Yes,FREEMAN NURSING & REHAB COMMUNITY,95
2020-11-09,MANORCARE NURSING AND REHAB CENTER,DICKINSON,SNF,0.0,58.0,0.0,9.0,2.0,38.0,0.0,0.0,Yes,MANORCARE NURSING AND REHABILITATION CENTER,88
2020-11-09,BICKFORD OF W LANSING,EATON,HFA,10.0,11.0,0.0,0.0,6.0,9.0,0.0,0.0,Yes,MEDILODGE OF LANSING,68
2020-11-09,BROOKDALE DELTA AL,EATON,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,EATON COUNTY MEDICAL CARE FACI,38
2020-11-09,BROOKDALE DELTA MC (MI),EATON,HFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,EATON COUNTY MEDICAL CARE FACI,38
2020-11-09,DIMONDALE NURSING CARE CENTER,EATON,SNF,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes,DIMONDALE NURSING CARE CENTER,100
2020-11-09,EATON COUNTY HEALTH AND REHABILITATION,EATON,SNF,0.0,3.0,0.0,0.0,19.0,37.0,0.0,0.0,Yes,EATON COUNTY MEDICAL CARE FACI,65
2020-11-09,FAIRVIEW AFC,EATON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,EATON COUNTY MEDICAL CARE FACI,45
2020-11-09,FAIRVIEW GRAND,EATON,HFA,,0.0,,0.0,,0.0,,0.0,Yes,DIMONDALE NURSING CARE CENTER,37
2020-11-09,HOPE LANDING,EATON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF LANSING,60
2020-11-09,ISLAND CITY ASSISTED LIVING,EATON,HFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,DIMONDALE NURSING CARE CENTER,44
2020-11-09,MEDILODGE OF LANSING,EATON,SNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,MEDILODGE OF LANSING,100
2020-11-09,NEW LIFE ASSISTED LIVING CENTER LANSING 1,EATON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF LANSING,86
2020-11-09,NEW LIFE ASSISTED LIVING CENTER LANSING 2,EATON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF LANSING,86
2020-11-09,REGENCY AT LANSING WEST,EATON,SNF,0.0,10.0,0.0,2.0,2.0,12.0,0.0,0.0,Yes,REGENCY AT LANSING WEST,100
2020-11-09,"RIVER INN AFC, INC.",EATON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,DIMONDALE NURSING CARE CENTER,40
2020-11-09,SENSATIONS,EATON,HFA,,0.0,,0.0,,0.0,,0.0,Yes,DIMONDALE NURSING CARE CENTER,45
2020-11-09,STORY POINT OF GRAND LEDGE,EATON,HFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,MEDILODGE OF LANSING,41
2020-11-09,BAY BLUFFS - EMMET CO. MEDICAL CARE,EMMET,SNF,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes,THE VILLA AT THE BAY,86
2020-11-09,MALLARD COVE ASSISTED LIVING,EMMET,AFC,,0.0,,0.0,,0.0,,0.0,Yes,THE VILLA AT THE BAY,44
2020-11-09,MALLARD COVE EAST,EMMET,AFC,,0.0,,0.0,,0.0,,0.0,Yes,BAY BLUFFS-EMMET CO MED CARE FAC,40
2020-11-09,PINEVIEW COTTAGE,EMMET,HFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,THE VILLA AT THE BAY,39
2020-11-09,THE VILLA AT THE BAY,EMMET,SNF,57.0,58.0,4.0,4.0,32.0,39.0,0.0,0.0,Yes,THE VILLA AT THE BAY,100
2020-11-09,ADDINGTON PLACE OF GRAND BLANC 1,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,WELLBRIDGE OF FENTON,86
2020-11-09,ADDINGTON PLACE OF GRAND BLANC II,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,CARETEL INNS OF LINDEN,86
2020-11-09,AMERICANA SENIORS 1,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,ARGENTINE CARE CENTER,45
2020-11-09,AMERICANA SENIORS 2,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,ARGENTINE CARE CENTER,45
2020-11-09,ARGENTINE CARE CENTER,GENESEE,SNF,10.0,34.0,3.0,3.0,4.0,35.0,0.0,0.0,Yes,ARGENTINE CARE CENTER,100
2020-11-09,BELLA VITA OF GRAND BLANC,GENESEE,HFA,,0.0,,0.0,,0.0,,0.0,Yes,WELLBRIDGE OF GRAND BLANC,76
2020-11-09,BENTLEY MANOR #8,GENESEE,AFC,,3.0,,0.0,,0.0,,0.0,Yes,HERITAGE MANOR HEALTHCARE CENT,86
2020-11-09,BROOKDALE GRAND BLANC AL,GENESEE,HFA,,0.0,,0.0,,0.0,,0.0,Yes,REGENCY AT GRAND BLANC,66
2020-11-09,BROOKDALE GRAND BLANC MC,GENESEE,HFA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes,WELLBRIDGE OF GRAND BLANC,65
2020-11-09,CARETEL INNS OF LINDEN,GENESEE,SNF,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,Yes,CARETEL INNS OF LINDEN,100
2020-11-09,COURTYARD MANOR OF FENTON,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,WELLBRIDGE OF FENTON,59
2020-11-09,COURTYARD MANOR OF SWARTZ CREEK,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MAPLE WOODS MANOR,86
2020-11-09,CRANBERRY PARK III,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,40
2020-11-09,CRANBERRY PARK MEMORY OF CLIO,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF GRAND BLANC,43
2020-11-09,CRANBERRY PARK OF CLIO,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,CARETEL INNS OF LINDEN,45
2020-11-09,DEGAS HOUSE INN LINDEN,GENESEE,AFC,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes,CARETEL INNS OF LINDEN,59
2020-11-09,FENTON HEALTHCARE,GENESEE,SNF,0.0,49.0,1.0,6.0,0.0,19.0,0.0,0.0,Yes,FENTON HEALTHCARE,100
2020-11-09,FLATROCK MANOR OF BURTON,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,WILLOWBROOK MANOR,51
2020-11-09,FLATROCK MANOR OF BURTON EAST,GENESEE,AFC,,3.0,,0.0,,3.0,,0.0,Yes,MAPLE WOODS MANOR,86
2020-11-09,FLATROCK MANOR OF FENTON,GENESEE,AFC,,1.0,,0.0,,5.0,,0.0,Yes,WELLBRIDGE OF FENTON,59
2020-11-09,FOSTRIAN COURT ASSISTED LIVING,GENESEE,HFA,,0.0,,0.0,,0.0,,0.0,Yes,HEARTLAND HEALTH CARE CENTER-FOSTRIAN,51
2020-11-09,GENESYS SHORT TERM REHABILITATION CENTER,GENESEE,SNF,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Yes,GENESYS SHORT-TERM REHABILITATION CENTER,100
2020-11-09,GRAND BLANC FIELDS ASSISTED LIVING,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,REGENCY AT GRAND BLANC,86
2020-11-09,GROSS AFC,GENESEE,AFC,,0.0,,0.0,,1.0,,0.0,Yes,MEDILODGE OF MONTROSE INC,50
2020-11-09,GROSS ASSISTED LIVING,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,CARETEL INNS OF LINDEN,40
2020-11-09,GROUP LIVING FACILITY INC,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,GENESYS SHORT-TERM REHABILITATION CENTER,40
2020-11-09,HAMPTON MANOR DAVISON 1,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MAPLE WOODS MANOR,45
2020-11-09,HAMPTON MANOR DAVISON 2,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MAPLE WOODS MANOR,45
2020-11-09,HAMPTON MANOR OF DAVISON III,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MAPLE WOODS MANOR,86
2020-11-09,HARMONY MANOR,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HERITAGE MANOR HEALTHCARE CENT,86
2020-11-09,HEARTLAND HCC BRIARWOOD,GENESEE,SNF,0.0,21.0,0.0,5.0,0.0,12.0,0.0,0.0,Yes,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,86
2020-11-09,HEARTLAND HCC FOSTRIAN,GENESEE,SNF,0.0,1.0,0.0,0.0,2.0,10.0,0.0,0.0,Yes,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,86
2020-11-09,HERITAGE MANOR HEALTHCARE CENTER,GENESEE,SNF,0.0,45.0,0.0,0.0,0.0,30.0,0.0,1.0,Yes,HERITAGE MANOR HEALTHCARE CENT,97
2020-11-09,HOMER HOUSE INN,GENESEE,AFC,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes,MEDILODGE OF MONTROSE INC,54
2020-11-09,HYDE PARK AL I,GENESEE,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,THE OAKS AT WOODFIELD,51
2020-11-09,HYDE PARK AL II,GENESEE,AFC,0.0,4.0,0.0,6.0,0.0,3.0,0.0,0.0,Yes,THE OAKS AT WOODFIELD,50
2020-11-09,JJS AFC LLC,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,CARETEL INNS OF LINDEN,40
2020-11-09,KITH HAVEN,GENESEE,SNF,5.0,72.0,0.0,23.0,5.0,28.0,0.0,0.0,Yes,KITH HAVEN,100
2020-11-09,LANDINGS OF GENESEE VALLEY,GENESEE,HFA,,2.0,,2.0,,1.0,,0.0,Yes,CARETEL INNS OF LINDEN,48
2020-11-09,LEIGHTON HOUSE INN LINDEN,GENESEE,AFC,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes,CARETEL INNS OF LINDEN,60
2020-11-09,LIVING JOY AL,GENESEE,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,CARETEL INNS OF LINDEN,49
2020-11-09,MAPLE PLACE,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MAPLE WOODS MANOR,86
2020-11-09,MAPLE WOODS MANOR,GENESEE,SNF,0.0,67.0,0.0,31.0,0.0,94.0,0.0,0.0,Yes,MAPLE WOODS MANOR,100
2020-11-09,MARIE MANOR,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HERITAGE MANOR HEALTHCARE CENT,86
2020-11-09,MCFARLAN HOME,GENESEE,HFA,,0.0,,0.0,,0.0,,0.0,Yes,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,56
2020-11-09,MEDILODGE OF GRAND BLANC,GENESEE,SNF,0.0,10.0,0.0,2.0,2.0,21.0,0.0,0.0,Yes,MEDILODGE OF GRAND BLANC,100
2020-11-09,MEDILODGE OF MONTROSE,GENESEE,SNF,1.0,5.0,0.0,0.0,4.0,6.0,0.0,0.0,Yes,MEDILODGE OF MONTROSE INC,95
2020-11-09,MONET HOUSE INN LINDEN,GENESEE,AFC,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes,CARETEL INNS OF LINDEN,64
2020-11-09,PARAGON NPHC,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,ARGENTINE CARE CENTER,45
2020-11-09,PEARL MANOR,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HERITAGE MANOR HEALTHCARE CENT,86
2020-11-09,REGENCY AT GRAND BLANC,GENESEE,SNF,13.0,78.0,0.0,13.0,6.0,52.0,1.0,1.0,Yes,REGENCY AT GRAND BLANC,100
2020-11-09,SPRINGVALE ASSISTED LIVING,GENESEE,HFA,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,Yes,REGENCY AT GRAND BLANC,42
2020-11-09,SUGARBUSH MANOR,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HERITAGE MANOR HEALTHCARE CENT,86
2020-11-09,SWANK HOME ASSISTED LIVING,GENESEE,AFC,,0.0,,0.0,,1.0,,0.0,Yes,CARETEL INNS OF LINDEN,38
2020-11-09,THE COTTAGE OF DAVISON,GENESEE,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,CARETEL INNS OF LINDEN,48
2020-11-09,THE OAKS AT WOODFIELD,GENESEE,SNF,0.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,Yes,THE OAKS AT WOODFIELD,100
2020-11-09,THE OAKS AT WOODFIELD HFA,GENESEE,HFA,,1.0,,0.0,,7.0,,0.0,Yes,THE OAKS AT WOODFIELD,95
2020-11-09,THE PINES OF BURTON,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,CARETEL INNS OF LINDEN,54
2020-11-09,THE PINES OF BURTON - MEMORY,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,CARETEL INNS OF LINDEN,48
2020-11-09,THE PINES OF BURTON MEMORY - SOUTH,GENESEE,HFA,,0.0,,0.0,,0.0,,0.0,Yes,CARETEL INNS OF LINDEN,86
2020-11-09,THE PINES OF GOODRICH,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,THE OAKS AT WOODFIELD,52
2020-11-09,THE PINES OF GOODRICH MEMORY,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,THE OAKS AT WOODFIELD,49
2020-11-09,THE RIVERGLENS,GENESEE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,THE OAKS AT WOODFIELD,86
2020-11-09,VAN GOGH HOUSE INN LINDEN,GENESEE,AFC,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes,CARETEL INNS OF LINDEN,55
2020-11-09,VICINIA GARDENS ASSISTED LIVING OF FENTON LLC,GENESEE,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,CARETEL INNS OF LINDEN,86
2020-11-09,VICINIA GARDENS MEMORY OF FENTON,GENESEE,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,FENTON HEALTHCARE,86
2020-11-09,VICINIA GARDENS TRANSITION,GENESEE,HFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,KITH HAVEN,45
2020-11-09,WELLBRIDGE OF FENTON,GENESEE,SNF,0.0,15.0,0.0,7.0,0.0,15.0,0.0,0.0,Yes,WELLBRIDGE OF FENTON,100
2020-11-09,WELLBRIDGE OF GRAND BLANC,GENESEE,SNF,2.0,5.0,0.0,0.0,2.0,6.0,0.0,0.0,Yes,WELLBRIDGE OF GRAND BLANC,100
2020-11-09,WILLOWBROOK MANOR,GENESEE,SNF,1.0,56.0,0.0,20.0,1.0,12.0,0.0,0.0,Yes,WILLOWBROOK MANOR,100
2020-11-09,GLADWIN NURSING & REHAB. COMMUNITY,GLADWIN,SNF,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes,GLADWIN NURSING AND REHABILITATION COMMUNITY,85
2020-11-09,GLADWIN PINES NURSING HOME,GLADWIN,SNF,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,Yes,GLADWIN NURSING AND REHABILITATION COMMUNITY,86
2020-11-09,HEAVENLY HOMESTEAD ADULT FOSTER CARE-SOUTH,GLADWIN,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,GLADWIN NURSING AND REHABILITATION COMMUNITY,37
2020-11-09,THE HORIZON SENIOR LIVING V,GLADWIN,AFC,,1.0,,0.0,,0.0,,0.0,Yes,GLADWIN NURSING AND REHABILITATION COMMUNITY,37
2020-11-09,THE HORIZON SENIOR LIVING VI,GLADWIN,AFC,,0.0,,0.0,,0.0,,0.0,Yes,GLADWIN NURSING AND REHABILITATION COMMUNITY,39
2020-11-09,GOGEBIC MEDICAL CARE FACILITY,GOGEBIC,SNF,2.0,2.0,0.0,0.0,3.0,9.0,0.0,0.0,Yes,GOGEBIC MEDICAL CARE FACILITY,100
2020-11-09,KEEN AGERS INC AFC,GOGEBIC,AFC,,0.0,,0.0,,0.0,,0.0,Yes,GOGEBIC MEDICAL CARE FACILITY,40
2020-11-09,WESTGATE LIVING CENTER,GOGEBIC,HFA,,0.0,,0.0,,0.0,,0.0,Yes,WESTGATE NURSING & REHAB COMMUNITY,86
2020-11-09,WESTGATE NURSING & REHAB COMMUNITY,GOGEBIC,SNF,1.0,55.0,5.0,9.0,0.0,26.0,0.0,0.0,Yes,WESTGATE NURSING & REHAB COMMUNITY,100
2020-11-09,BAY RIDGE ASSISTED LIVING,GRAND TRAVERSE,HFA,,0.0,,0.0,,0.0,,0.0,Yes,GRAND TRAVERSE PAVILIONS,41
2020-11-09,BOARDMAN LAKE GLENS:  BRIGADOON,GRAND TRAVERSE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,GRAND TRAVERSE PAVILIONS,40
2020-11-09,BOARDMAN LAKE GLENS:  INVERNESS,GRAND TRAVERSE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,GRAND TRAVERSE PAVILIONS,47
2020-11-09,CHERRY HILL HAVEN,GRAND TRAVERSE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,THE VILLA AT TRAVERSE POINT,50
2020-11-09,CHERRY HILL HAVEN III,GRAND TRAVERSE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,THE VILLA AT TRAVERSE POINT,50
2020-11-09,CULVER MEADOWS ADULT FOSTER CARE,GRAND TRAVERSE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF TRAVERSE CITY,41
2020-11-09,CULVER MEADOWS SENIOR LIVING,GRAND TRAVERSE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF GTC,43
2020-11-09,GRAND TRAVERSE PAVILIONS,GRAND TRAVERSE,SNF,0.0,9.0,0.0,0.0,2.0,22.0,0.0,0.0,Yes,GRAND TRAVERSE PAVILIONS,100
2020-11-09,GREEN ACRES,GRAND TRAVERSE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,GRAND TRAVERSE PAVILIONS,50
2020-11-09,"JOY GIVERS, INC.",GRAND TRAVERSE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF TRAVERSE CITY,48
2020-11-09,MEADOW HILL AFC,GRAND TRAVERSE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF GTC,52
2020-11-09,MEDILODGE OF GRAND TRAVERSE COUNTY,GRAND TRAVERSE,SNF,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes,MEDILODGE OF GTC,86
2020-11-09,MEDILODGE OF TRAVERSE CITY,GRAND TRAVERSE,SNF,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,Yes,MEDILODGE OF TRAVERSE CITY,100
2020-11-09,THE VILLA AT TRAVERSE POINT,GRAND TRAVERSE,SNF,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,Yes,THE VILLA AT TRAVERSE POINT,100
2020-11-09,"WEST SHORE AFC HOME, LLC",GRAND TRAVERSE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF TRAVERSE CITY,39
2020-11-09,ARBOR GROVE ASSISTED LIVING,GRATIOT,HFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,WARWICK LIVING CENTER,44
2020-11-09,ASHLEY CARE CENTER,GRATIOT,SNF,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes,ASHLEY CARE CENTER,100
2020-11-09,COUNTRY FRIENDS ASSISTED LIVING,GRATIOT,AFC,,0.0,,0.0,,0.0,,0.0,Yes,WARWICK LIVING CENTER,51
2020-11-09,ITHACA AFC,GRATIOT,AFC,,0.0,,0.0,,0.0,,0.0,Yes,RIVERSIDE HEALTHCARE CENTER,54
2020-11-09,"LAURELS OF FULTON, THE",GRATIOT,SNF,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,Yes,"LAURELS OF FULTON,THE",98
2020-11-09,MASONIC HEALTH CARE CENTER,GRATIOT,SNF,0.0,20.0,0.0,7.0,1.0,18.0,0.0,0.0,Yes,RIVERSIDE HEALTHCARE CENTER,75
2020-11-09,MICHIGAN MASONIC HOME,GRATIOT,HFA,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,Yes,MICHIGAN MASONIC HOME,100
