,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
184242,2020-12-13,235139,AVISTA NURSING AND REHAB,2901 GALAXY DR,SAGINAW,MI,48601,Y,N,1.0,1.0,17.0,22.0,,0.0,0.0,17.0,0.0,0.0,103.0,65.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,28.0,6.0,,30.0,39.0,0.0,18.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,0.0,0.0,Y,N,261.5,0.0,338.5,0.0,0.0,Saginaw,Y,N,POINT (-83.897795 43.376799),Week 30 - Dec 13
184349,2020-12-13,235262,WEST HICKORY HAVEN,3310 W COMMERCE RD,MILFORD,MI,48380,Y,Y,0.0,4.0,0.0,22.0,,4.0,0.0,162.0,0.0,0.0,101.0,85.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,3.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,258.8,0.0,0.0,Oakland,N,N,POINT (-83.661102 42.599625),Week 30 - Dec 13
184360,2020-12-13,235293,MEDILODGE OF FARMINGTON,34225 GRAND RIVER AVE,FARMINGTON,MI,48335,Y,Y,0.0,7.0,0.0,32.0,,72.0,1.0,35.0,0.0,11.0,124.0,59.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,76.0,,0.0,4.0,0.0,10.0,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20.0,15.0,Y,Y,0.0,0.0,542.4,186.4,34.4,Oakland,N,N,POINT (-83.385449 42.468583),Week 30 - Dec 13
184366,2020-12-13,235050,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,2400 PORTAGE ST,KALAMAZOO,MI,49001,Y,Y,0.0,2.0,9.0,21.0,,1.0,7.0,10.0,4.0,5.0,90.0,70.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,19.0,6.0,,1.0,23.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,128.6,57.1,300.0,71.4,23.8,Kalamazoo,Y,N,POINT (-85.56998 42.266639),Week 30 - Dec 13
184368,2020-12-13,235065,"SOUTH LYON SENIOR CARE AND REHAB CENTER, L L C",700 REYNOLD SWEET PARKWAY,SOUTH LYON,MI,48178,Y,Y,0.0,34.0,0.0,18.0,,2.0,0.0,10.0,0.0,2.0,74.0,46.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,16.0,0.0,2.0,0.0,0.0,,,,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,,,,,,0.0,0.0,391.3,43.5,11.1,Oakland,N,N,POINT (-83.647366 42.458449),Week 30 - Dec 13
184383,2020-12-13,235238,EVANGELICAL HOME - SALINE,440 W RUSSELL,SALINE,MI,48176,Y,Y,0.0,1.0,0.0,27.0,,0.0,2.0,42.0,0.0,4.0,215.0,107.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,10.0,,2.0,32.0,0.0,11.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,252.3,37.4,14.8,Washtenaw,N,N,POINT (-83.790256 42.167619),Week 30 - Dec 13
184430,2020-12-13,235321,MARQUETTE COUNTY MEDICAL CARE FACILITY,200 W SAGINAW ST,ISHPEMING,MI,49849,Y,Y,0.0,0.0,0.0,14.0,,32.0,2.0,41.0,0.0,3.0,140.0,106.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,4.0,19.0,,3.0,35.0,0.0,83.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,132.1,28.3,21.4,Marquette,N,N,POINT (-87.681812 46.472719),Week 30 - Dec 13
184472,2020-12-13,235332,"WESTLAND, A VILLA CENTER",36137 W WARREN,WESTLAND,MI,48185,Y,Y,18.0,178.0,1.0,112.0,,50.0,3.0,53.0,2.0,41.0,230.0,178.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3.0,2.0,,4.0,32.0,0.0,20.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,5.6,11.2,629.2,230.3,36.6,Wayne,N,N,,Week 30 - Dec 13
184526,2020-12-13,235260,REGENCY AT WATERFORD,1901 N TELEGRAPH RD,WATERFORD,MI,48328,Y,N,0.0,1.0,16.0,90.0,,10.0,4.0,36.0,3.0,6.0,150.0,108.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,53.0,148.0,,19.0,45.0,0.0,9.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,148.1,27.8,833.3,55.6,6.7,Oakland,Y,N,POINT (-83.328788 42.667677),Week 30 - Dec 13
184602,2020-12-13,235003,MANISTEE COUNTY MEDICAL CARE FACILITY,1505 E PARKDALE AVENUE,MANISTEE,MI,49660,Y,Y,0.0,0.0,0.0,1.0,,0.0,1.0,38.0,0.0,0.0,96.0,54.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,7.0,0.0,24.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,18.5,0.0,0.0,Manistee,N,N,POINT (-86.272636 44.272486),Week 30 - Dec 13
184637,2020-12-13,235224,LENAWEE MEDICAL CARE FACILITY,200 SAND CREEK HWY,ADRIAN,MI,49221,Y,Y,0.0,1.0,0.0,10.0,,20.0,1.0,15.0,0.0,2.0,136.0,85.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,13.0,,0.0,20.0,0.0,125.0,0.0,0.0,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,117.6,23.5,20.0,Lenawee,N,N,POINT (-84.079335 41.903688),Week 30 - Dec 13
184667,2020-12-13,235287,PROVINCIAL HOUSE OF ADRIAN,700 LAKESHIRE TR,ADRIAN,MI,49221,Y,Y,0.0,2.0,0.0,27.0,,15.0,3.0,73.0,2.0,3.0,117.0,52.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,2.0,,3.0,28.0,0.0,62.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,38.5,519.2,57.7,11.1,Lenawee,N,N,POINT (-84.044882 41.91263),Week 30 - Dec 13
184699,2020-12-13,235088,GRAND TRAVERSE PAVILIONS,1000 PAVILIONS CIRCLE,TRAVERSE CITY,MI,49684,Y,Y,0.0,0.0,0.0,10.0,,16.0,1.0,50.0,0.0,0.0,216.0,178.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,20.0,3.0,,6.0,38.0,0.0,25.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,56.2,0.0,0.0,Grand Traverse,N,N,POINT (-85.641584 44.758732),Week 30 - Dec 13
184743,2020-12-13,235116,LAKE WOODS NURSING & REHABILITATION CENTER,1684 VULCAN ST,MUSKEGON,MI,49442,Y,N,0.0,1.0,19.0,37.0,,2.0,4.0,89.0,3.0,3.0,90.0,54.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,9.0,12.0,,7.0,40.0,0.0,5.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,351.9,55.6,685.2,55.6,8.1,Muskegon,Y,N,POINT (-86.215696 43.221072),Week 30 - Dec 13
184779,2020-12-13,235171,WELLBRIDGE OF GRAND BLANC,3139 EAST BALDWIN ROAD,GRAND BLANC,MI,48439,Y,N,0.0,0.0,0.0,12.0,,5.0,0.0,0.0,0.0,0.0,128.0,60.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,2.0,,1.0,16.0,0.0,11.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,200.0,0.0,0.0,Genesee,N,N,POINT (-83.643296 42.886595),Week 30 - Dec 13
184795,2020-12-13,235031,CANAL VIEW - HOUGHTON COUNTY,1100 QUINCY ST,HANCOCK,MI,49930,Y,Y,0.0,1.0,14.0,19.0,,41.0,1.0,40.0,0.0,2.0,197.0,165.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,85.0,70.0,,6.0,19.0,0.0,228.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,84.8,0.0,115.2,12.1,10.5,Houghton,Y,N,POINT (-88.599838 47.126854),Week 30 - Dec 13
184814,2020-12-13,235051,SPECTRUM HEALTH REHAB & NSG CTRS-KELSEY HOSPITAL,418 WASHINGTON AVE,LAKEVIEW,MI,48850,Y,Y,3.0,4.0,1.0,13.0,,9.0,4.0,12.0,4.0,4.0,31.0,14.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,5.0,19.0,0.0,39.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,71.4,285.7,928.6,285.7,30.8,Montcalm,N,N,POINT (-85.278516 43.4411),Week 30 - Dec 13
184829,2020-12-13,235319,REGENCY AT ST CLAIR SHORES,22700 GREATER MACK AVE,SAINT CLAIR SHORES,MI,48080,Y,N,3.0,33.0,19.0,70.0,,5.0,4.0,18.0,4.0,11.0,,103.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,13.0,6.0,,9.0,45.0,0.0,32.0,0.0,0.0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,184.5,38.8,679.6,106.8,15.7,Macomb,Y,N,POINT (-82.899836 42.46168),Week 30 - Dec 13
184912,2020-12-13,235376,BELLE FOUNTAIN NURSING & REHABILITATION CENTER,18591 QUARRY RD,RIVERVIEW,MI,48192,Y,Y,0.0,13.0,0.0,24.0,,4.0,0.0,21.0,0.0,4.0,91.0,66.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,13.0,18.0,,0.0,51.0,0.0,15.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,363.6,60.6,16.7,Wayne,N,N,POINT (-83.179073 42.173305),Week 30 - Dec 13
184946,2020-12-13,235356,MEDILODGE AT THE SHORE,900 S BEACON BLVD,GRAND HAVEN,MI,49417,Y,Y,0.0,8.0,0.0,76.0,,21.0,1.0,32.0,1.0,13.0,118.0,104.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,11.0,378.0,,0.0,34.0,0.0,38.0,0.0,0.0,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,N,,,,,0.0,9.6,730.8,125.0,17.1,Ottawa,N,N,POINT (-86.22019 43.052218),Week 30 - Dec 13
185148,2020-12-13,235371,"MEDILODGE OF YALE, INC",90 JEAN ST,YALE,MI,48097,Y,Y,0.0,0.0,0.0,2.0,,3.0,3.0,17.0,0.0,0.0,113.0,90.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,258.0,633.0,,1.0,3.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,22.2,0.0,0.0,St. Clair,N,N,POINT (-82.789768 43.13142),Week 30 - Dec 13
185164,2020-12-13,235232,THE OASIS AT MONROE REHABILITATION AND NURSING CTR,1215 N TELEGRAPH RD,MONROE,MI,48162,Y,Y,8.0,24.0,0.0,7.0,,0.0,0.0,18.0,0.0,0.0,108.0,69.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,21.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,101.4,0.0,0.0,Monroe,N,N,POINT (-83.406853 41.937833),Week 30 - Dec 13
185178,2020-12-13,235206,SKLD WHITEHALL,916 E LEWIS ST,WHITEHALL,MI,49461,Y,Y,0.0,38.0,0.0,63.0,,8.0,3.0,18.0,0.0,7.0,125.0,76.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,6.0,,0.0,61.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,828.9,92.1,11.1,Muskegon,N,N,POINT (-86.333745 43.399689),Week 30 - Dec 13
185205,2020-12-13,235021,CHELSEA RETIREMENT COMMUNITY,805 W MIDDLE ST,CHELSEA,MI,48118,Y,Y,0.0,4.0,0.0,21.0,,21.0,1.0,16.0,0.0,8.0,85.0,60.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,24.0,0.0,,3.0,14.0,0.0,41.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,350.0,133.3,38.1,Washtenaw,N,N,POINT (-84.033881 42.314576),Week 30 - Dec 13
185285,2020-12-13,235054,EVERGREEN MANOR SENIOR CARE CE,111 EVERGREEN,BATTLE CREEK,MI,49015,Y,Y,0.0,1.0,0.0,3.0,,8.0,0.0,14.0,0.0,0.0,91.0,70.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,10.0,0.0,63.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,42.9,0.0,0.0,Calhoun,N,N,POINT (-85.263581 42.329347),Week 30 - Dec 13
185387,2020-12-13,235056,HOYT NURSING & REHAB CENTRE,1202 WEISS ST,SAGINAW,MI,48602,Y,Y,0.0,8.0,2.0,53.0,,9.0,4.0,33.0,0.0,14.0,113.0,67.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,60.0,0.0,30.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,29.9,0.0,791.0,209.0,26.4,Saginaw,N,N,POINT (-83.957056 43.443709),Week 30 - Dec 13
185683,2020-12-13,235075,SPECTRUM HEALTH REHAB & NURSING CENTER-FULLER AVE,750 FULLER AVE NE,GRAND RAPIDS,MI,49503,Y,Y,1.0,10.0,14.0,44.0,,9.0,1.0,46.0,0.0,5.0,250.0,165.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,3.0,59.0,0.0,107.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,84.8,0.0,266.7,30.3,11.4,Kent,Y,N,POINT (-85.639838 42.976109),Week 30 - Dec 13
185709,2020-12-13,235274,WELLSPRING LUTHERAN  NURSING AND REHAB SERVICES,1236 S MONROE ST,MONROE,MI,48161,Y,Y,0.0,0.0,0.0,4.0,,3.0,1.0,20.0,0.0,1.0,122.0,80.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,6.0,,0.0,12.0,0.0,9.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,50.0,12.5,25.0,Monroe,N,N,POINT (-83.407162 41.90522),Week 30 - Dec 13
185712,2020-12-13,235281,HASTINGS REHABILITATION AND HEALTHCARE CENTER,240 E NORTH ST,HASTINGS,MI,49058,Y,Y,0.0,0.0,0.0,1.0,,1.0,0.0,21.0,0.0,0.0,92.0,65.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,6.0,,0.0,7.0,0.0,0.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,15.4,0.0,0.0,Barry,N,N,POINT (-85.284761 42.663357),Week 30 - Dec 13
185721,2020-12-13,235182,LYNWOOD MANOR HEALTHCARE CENTER,730 KIMOLE LN,ADRIAN,MI,49221,Y,Y,0.0,1.0,0.0,10.0,,24.0,0.0,1.0,0.0,0.0,84.0,60.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,3.0,,1.0,17.0,0.0,193.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,166.7,0.0,0.0,Lenawee,N,N,POINT (-84.047674 41.915356),Week 30 - Dec 13
185751,2020-12-13,235336,MEDILODGE OF TRAVERSE CITY,2585 S LAFRANIER RD,TRAVERSE CITY,MI,49686,Y,Y,0.0,0.0,0.0,3.0,,0.0,0.0,17.0,0.0,0.0,84.0,61.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,5.0,82.0,,0.0,7.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,49.2,0.0,0.0,Grand Traverse,N,N,POINT (-85.60563 44.723791),Week 30 - Dec 13
185783,2020-12-13,235147,SCHOOLCRAFT MEDICAL CARE FACILITY,520 MAIN ST,MANISTIQUE,MI,49854,Y,Y,1.0,1.0,0.0,3.0,,0.0,1.0,7.0,0.0,0.0,85.0,49.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,50.0,77.0,,0.0,4.0,0.0,4.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,61.2,0.0,0.0,Schoolcraft,N,N,POINT (-86.240217 45.957707),Week 30 - Dec 13
185921,2020-12-13,235366,MISSION POINT NRSG & PHY REHAB CTR OF FOREST HILLS,1095 MEDICAL PARK DR,GRAND RAPIDS,MI,49506,Y,Y,0.0,6.0,0.0,8.0,,9.0,0.0,12.0,0.0,1.0,58.0,58.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,1.0,,0.0,10.0,0.0,15.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,137.9,17.2,12.5,Kent,N,N,POINT (-85.557428 42.942952),Week 30 - Dec 13
186115,2020-12-13,235360,ARBOR MANOR CARE CENTER,151 2ND ST,SPRING ARBOR,MI,49283,Y,Y,0.0,1.0,1.0,11.0,,0.0,0.0,47.0,0.0,1.0,122.0,47.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,98.0,176.0,,2.0,35.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,21.3,0.0,234.0,21.3,9.1,Jackson,N,N,POINT (-84.551952 42.2087),Week 30 - Dec 13
186134,2020-12-13,235038,PILGRIM MANOR,2000 LEONARD N E,GRAND RAPIDS,MI,49505,Y,Y,0.0,41.0,3.0,8.0,,2.0,2.0,9.0,1.0,8.0,50.0,38.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,116.0,324.0,,4.0,16.0,0.0,4.0,0.0,0.0,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,78.9,26.3,210.5,210.5,100.0,Kent,Y,N,POINT (-85.619905 42.984401000000005),Week 30 - Dec 13
186304,2020-12-13,235297,RIVERGATE HEALTH CARE CENTER,14041 PENNSYLVANIA RD,RIVERVIEW,MI,48193,Y,Y,0.0,1.0,0.0,135.0,,4.0,1.0,65.0,0.0,25.0,223.0,142.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,125.0,235.0,,0.0,78.0,0.0,23.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,950.7,176.1,18.5,Wayne,N,N,POINT (-83.194962 42.184801),Week 30 - Dec 13
186329,2020-12-13,235226,MEDILODGE OF GRAND BLANC,11941 BELSAY RD,GRAND BLANC,MI,48439,Y,Y,0.0,19.0,1.0,8.0,,49.0,0.0,7.0,0.0,2.0,158.0,82.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,82.0,355.0,,3.0,53.0,0.0,22.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,54.0,0.0,Y,Y,12.2,0.0,97.6,24.4,25.0,Genesee,N,N,POINT (-83.596686 42.93011500000001),Week 30 - Dec 13
186443,2020-12-13,235361,"CHALET OF NILES, LLC",911 S 3RD ST,NILES,MI,49120,Y,Y,0.0,15.0,0.0,15.0,,4.0,0.0,6.0,0.0,3.0,100.0,51.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,148.0,180.0,,1.0,18.0,0.0,7.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,294.1,58.8,20.0,Berrien,N,N,POINT (-86.251737 41.819191),Week 30 - Dec 13
186511,2020-12-13,235014,ADVANTAGE LIVING CENTER - REDFORD,25330 WEST SIX MILE ROAD,REDFORD,MI,48240,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wayne,,,POINT (-83.289757 42.414177),Week 30 - Dec 13
186550,2020-12-13,235267,MANORCARE NURSING AND REHABILITATION CENTER,1225 WOODWARD AVENUE,KINGSFORD,MI,49801,Y,Y,0.0,0.0,0.0,57.0,,14.0,0.0,80.0,0.0,11.0,107.0,49.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,42.0,0.0,13.0,0.0,0.0,N,N,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,1163.3,224.5,19.3,Dickinson,N,N,POINT (-88.088371 45.807785),Week 30 - Dec 13
186564,2020-12-13,235269,WELLSPRING LUTHERAN SERVICES,725 W GENESEE,FRANKENMUTH,MI,48734,Y,Y,0.0,2.0,0.0,7.0,,0.0,1.0,5.0,0.0,0.0,101.0,48.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,7.0,6.0,,0.0,13.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,145.8,0.0,0.0,Saginaw,N,N,POINT (-83.748128 43.335854),Week 30 - Dec 13
186604,2020-12-13,235264,ELY MANOR,1200 ELY ST,ALLEGAN,MI,49010,Y,Y,0.0,0.0,0.0,30.0,,0.0,0.0,80.0,0.0,7.0,101.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.0,0.0,7.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0.0,0.0,434.8,101.4,23.3,Allegan,,,POINT (-85.867585 42.515976),Week 30 - Dec 13
