,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities
153,2020-11-01,145719,GENERATIONS AT LINCOLN,2202 NORTH KICKAPOO STREET,LINCOLN,IL,62656.0,Y,Y,0.0,1.0,0.0,0.0,0.0,9.0,0.0,12.0,0.0,0.0,126.0,85.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,2.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,18.0,13.0,Y,Y,0.0,0.0,,Logan,N,N,POINT (-89.341493 40.1648),2020-11-13,3,0,0.0,1,1
154,2020-11-01,146003,PRAIRIE CREEK VILLAGE,2530 NORTH MONROE STREET,DECATUR,IL,62526.0,Y,Y,3.0,3.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,147.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,Y,N,Y,0.0,0.0,Y,3.0,24.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,108.8,0.0,0.0,Macon,Y,N,POINT (-88.963687 39.869937),2020-11-13,27,0,0.0,3,1
155,2020-11-01,145965,VILLA CLARA POST ACUTE,500 WEST MCKINLEY AVENUE,DECATUR,IL,62526.0,Y,Y,11.0,29.0,0.0,65.0,0.0,7.0,2.0,30.0,2.0,15.0,150.0,75.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,1.0,60.0,0.0,10.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,866.7,200.0,23.1,Macon,N,N,POINT (-88.961702 39.86938800000001),2020-11-13,100,12,0.12,1,1
156,2020-11-01,145846,CARE CENTER AT CENTER GROVE,6277 CENTER GROVE ROAD,EDWARDSVILLE,IL,62025.0,Y,Y,0.0,0.0,0.0,12.0,0.0,0.0,0.0,26.0,0.0,0.0,116.0,85.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,N,,,,0.0,46.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,141.2,0.0,0.0,Madison,N,N,POINT (-89.97260300000002 38.787242),2020-11-13,10,0,0.0,1,1
157,2020-11-01,145384,EDEN VILLAGE CARE CENTER,400 SOUTH STATION ROAD,GLEN CARBON,IL,62034.0,Y,Y,0.0,3.0,0.0,59.0,1.0,56.0,0.0,36.0,0.0,20.0,128.0,53.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,3.0,Y,0.0,21.0,0.0,39.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1113.2,377.4,33.9,Madison,N,N,POINT (-89.946892 38.772386),2020-11-13,84,21,0.25,3,1
158,2020-11-01,145921,HITZ MEMORIAL HOME,"201 BELLE STREET,  P O BOX 79",ALHAMBRA,IL,62001.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,44.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,1.0,0.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Madison,N,N,POINT (-90.187536 38.891193),2020-11-13,31,0,0.0,1,1
159,2020-11-01,145666,CENTRALIA MANOR,1910 EAST MCCORD RTE 161 EAST,CENTRALIA,IL,62801.0,Y,Y,0.0,0.0,0.0,3.0,0.0,14.0,0.0,14.0,0.0,0.0,120.0,77.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,9.0,1.0,19.0,0.0,0.0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,39.0,0.0,0.0,Marion,N,N,,2020-11-13,3,0,0.0,1,1
160,2020-11-01,145791,FIRESIDE HOUSE OF CENTRALIA,1030 MARTIN LUTHER KING BLVD,CENTRALIA,IL,62801.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,68.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,3.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Marion,N,N,,2020-11-13,5,0,0.0,1,1
161,2020-11-01,146070,TWIN WILLOWS NURSING CENTER,"1600 NORTH BROADWAY, PO BOX 370",SALEM,IL,62881.0,Y,Y,1.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,72.0,31.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Marion,N,N,,2020-11-13,6,0,0.0,1,1
162,2020-11-01,145616,MASON CITY AREA NURSING HOME,520 NORTH PRICE AVENUE,MASON CITY,IL,62664.0,Y,N,0.0,0.0,9.0,47.0,0.0,5.0,5.0,14.0,5.0,5.0,97.0,46.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,N,11.0,39.0,1.0,9.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1021.7,108.7,10.6,Mason,Y,N,POINT (-89.678752 40.206876),2020-11-13,95,12,0.1263157894736842,1,1
163,2020-11-01,145917,FAIR OAKS HEALTH CARE CENTER,471 TERRA COTTA AVENUE,CRYSTAL LAKE,IL,60014.0,Y,Y,0.0,3.0,0.0,9.0,0.0,14.0,0.0,0.0,0.0,1.0,51.0,34.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,2.0,Y,0.0,7.0,1.0,13.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,264.7,29.4,11.1,McHenry,N,N,POINT (-88.339237 42.248016),2020-11-13,15,3,0.2,1,1
164,2020-11-01,146127,FLORENCE NURSING HOME,546 EAST GRANT HIGHWAY,MARENGO,IL,60152.0,Y,Y,0.0,7.0,0.0,21.0,0.0,5.0,0.0,24.0,0.0,15.0,42.0,35.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,10.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,600.0,428.6,71.4,McHenry,N,N,POINT (-88.60218 42.24637100000001),2020-11-13,33,4,0.12121212121212123,2,1
165,2020-11-01,146015,HEARTHSTONE MANOR,920 N SEMINARY AVE P O BOX 520,WOODSTOCK,IL,60098.0,Y,Y,0.0,2.0,0.0,36.0,0.0,0.0,0.0,3.0,0.0,0.0,130.0,64.0,,,,,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,0.0,96.0,Y,0.0,37.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,562.5,0.0,0.0,McHenry,N,N,POINT (-88.443149 42.323875),2020-11-13,69,7,0.10144927536231883,1,1
166,2020-11-01,145494,MCLEAN COUNTY NURSING HOME,901 NORTH MAIN,NORMAL,IL,61761.0,Y,Y,0.0,2.0,0.0,1.0,0.0,14.0,0.0,46.0,0.0,0.0,150.0,84.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,0.0,0.0,Y,0.0,7.0,0.0,14.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,11.9,0.0,0.0,McLean,N,N,POINT (-88.995309 40.522773),2020-11-13,5,0,0.0,1,1
167,2020-11-01,145445,OAK HILL,623 HAMACHER STREET,WATERLOO,IL,62298.0,Y,Y,0.0,8.0,1.0,67.0,0.0,0.0,0.0,31.0,0.0,12.0,144.0,101.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,1.0,1.0,Y,0.0,50.0,0.0,73.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,663.4,118.8,17.9,Monroe,N,N,POINT (-90.132085 38.345548),2020-11-13,106,15,0.14150943396226415,1,1
168,2020-11-01,145928,APERION CARE JACKSONVILLE,1021 NORTH CHURCH STREET,JACKSONVILLE,IL,62650.0,Y,Y,0.0,6.0,0.0,44.0,0.0,27.0,0.0,7.0,0.0,5.0,113.0,77.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,Y,3.0,1.0,Y,1.0,40.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,571.4,64.9,11.4,Morgan,N,N,POINT (-90.233924 39.747165),2020-11-13,64,6,0.09375,1,1
169,2020-11-01,146074,MASON POINT,ONE MASONIC WAY,SULLIVAN,IL,61951.0,Y,Y,1.0,1.0,2.0,25.0,0.0,8.0,0.0,27.0,0.0,1.0,170.0,73.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,13.0,0.0,Y,1.0,9.0,2.0,49.0,0.0,0.0,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,342.5,13.7,4.0,Moultrie,N,N,,2020-11-13,6,3,0.5,1,1
170,2020-11-01,145440,GENERATIONS AT NEIGHBORS,"811 WEST 2ND, PO BOX 585",BYRON,IL,61010.0,Y,Y,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,108.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,5.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,9.3,0.0,0.0,Ogle,N,N,,2020-11-13,25,0,0.0,1,1
171,2020-11-01,145440,GENERATIONS AT NEIGHBORS,"811 WEST 2ND, PO BOX 585",BYRON,IL,61010.0,Y,Y,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,108.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,5.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,9.3,0.0,0.0,Ogle,N,N,,2020-11-13,5,0,0.0,1,1
172,2020-11-01,145811,APERION CARE PEORIA HEIGHTS,1629 GARDNER LANE,PEORIA HEIGHTS,IL,61616.0,Y,Y,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,87.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,1.0,Y,1.0,4.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,34.5,0.0,0.0,Peoria,N,N,POINT (-89.568068 40.758109),2020-11-13,7,0,0.0,1,1
173,2020-11-01,145039,GENERATIONS AT PEORIA,5600 GLEN ELM DRIVE,PEORIA,IL,61614.0,Y,Y,4.0,81.0,3.0,33.0,0.0,0.0,0.0,31.0,0.0,10.0,144.0,103.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,0.0,17.0,Y,3.0,30.0,0.0,12.0,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,320.4,97.1,30.3,Peoria,Y,N,POINT (-89.590841 40.754222),2020-11-13,28,2,0.07142857142857142,1,1
174,2020-11-01,145647,UNIVERSITY REHAB AT NORTHMOOR,1500 WEST NORTHMOOR ROAD,PEORIA,IL,61614.0,Y,Y,0.0,0.0,0.0,42.0,0.0,64.0,0.0,17.0,0.0,14.0,120.0,71.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,Y,N,Y,0.0,1.0,Y,1.0,21.0,0.0,10.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,591.5,197.2,33.3,Peoria,N,N,POINT (-89.616095 40.761567),2020-11-13,10,1,0.1,2,1
175,2020-11-01,145406,RANDOLPH COUNTY CARE CENTER,312 WEST BELMONT,SPARTA,IL,62286.0,Y,Y,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,100.0,48.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,4.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Randolph,N,N,POINT (-89.705805 38.117739),2020-11-13,4,0,0.0,1,1
176,2020-11-01,145388,HELIA HEALTHCARE OF OLNEY,410 EAST MACK,OLNEY,IL,62450.0,Y,Y,0.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,0.0,118.0,83.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,2.0,5.0,Y,0.0,6.0,0.0,14.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Richland,N,N,POINT (-88.079877 38.745885),2020-11-13,4,0,0.0,1,1
177,2020-11-01,146099,FRIENDSHIP MANOR,1209 21ST AVENUE,ROCK ISLAND,IL,61201.0,Y,Y,0.0,0.0,0.0,4.0,0.0,3.0,1.0,15.0,0.0,0.0,94.0,73.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,Y,N,Y,N,Y,26.0,28.0,Y,2.0,24.0,2.0,15.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,54.8,0.0,0.0,Rock Island,N,N,POINT (-90.58018 41.490369),2020-11-13,28,0,0.0,2,1
178,2020-11-01,146099,FRIENDSHIP MANOR,1209 21ST AVENUE,ROCK ISLAND,IL,61201.0,Y,Y,0.0,0.0,0.0,4.0,0.0,3.0,1.0,15.0,0.0,0.0,94.0,73.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,Y,N,Y,N,Y,26.0,28.0,Y,2.0,24.0,2.0,15.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,54.8,0.0,0.0,Rock Island,N,N,POINT (-90.58018 41.490369),2020-11-13,10,0,0.0,1,1
179,2020-11-01,145703,ILLINI RESTORATIVE CARE,1455 HOSPITAL ROAD,SILVIS,IL,61282.0,Y,Y,0.0,1.0,1.0,8.0,0.0,5.0,0.0,11.0,0.0,0.0,120.0,64.0,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,Y,Y,N,Y,1.0,112.0,Y,0.0,8.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,125.0,0.0,0.0,Rock Island,N,N,POINT (-90.420328 41.494565),2020-11-13,12,0,0.0,1,1
180,2020-11-01,145160,APERION CARE CAPITOL,555 WEST CARPENTER,SPRINGFIELD,IL,62702.0,Y,Y,0.0,7.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,251.0,86.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,0.0,6.0,Y,2.0,7.0,0.0,70.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,11.6,0.0,0.0,Sangamon,N,N,POINT (-89.662793 39.807588),2020-11-13,5,0,0.0,1,1
181,2020-11-01,14E847,APERION CARE SPRINGFIELD,525 SO MARTIN LUTHER KING DR,SPRINGFIELD,IL,62703.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,61.0,,,,,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,N,,,,0.0,3.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Sangamon,N,N,,2020-11-13,53,0,0.0,1,1
182,2020-11-01,145441,SHELBYVILLE MANOR,1111 WEST NORTH 12TH STREET,SHELBYVILLE,IL,62565.0,Y,Y,1.0,4.0,0.0,49.0,0.0,1.0,0.0,17.0,0.0,10.0,109.0,50.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,0.0,36.0,Y,1.0,48.0,3.0,22.0,0.0,0.0,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,,,,,980.0,200.0,20.4,Shelby,N,N,POINT (-88.806627 39.419926),2020-11-13,97,11,0.1134020618556701,2,1
183,2020-11-01,145668,BRIA OF BELLEVILLE,150 NORTH 27TH STREET,BELLEVILLE,IL,62226.0,Y,Y,1.0,32.0,1.0,21.0,0.0,0.0,1.0,29.0,0.0,10.0,,105.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,8.0,6.0,Y,0.0,31.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,200.0,95.2,47.6,St. Clair,N,N,POINT (-90.009532 38.525934),2020-11-13,70,8,0.11428571428571427,1,1
184,2020-11-01,145613,BRIA OF CAHOKIA,3354 JEROME LANE,CAHOKIA,IL,62206.0,Y,Y,0.0,9.0,0.0,22.0,0.0,3.0,0.0,6.0,0.0,3.0,,100.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,Y,Y,N,Y,2.0,8.0,Y,2.0,30.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,220.0,30.0,13.6,St. Clair,N,N,POINT (-90.149391 38.551496),2020-11-13,44,3,0.06818181818181818,2,1
185,2020-11-01,145515,FREEBURG CARE CENTER,746 URBANNA DRIVE,FREEBURG,IL,62243.0,Y,Y,0.0,1.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,108.0,95.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,1.0,2.0,Y,0.0,10.0,0.0,15.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,,,,,0.0,0.0,,St. Clair,N,N,POINT (-89.896154 38.410795),2020-11-13,12,0,0.0,1,1
186,2020-11-01,145897,LEBANON CARE CENTER,1201 NORTH ALTON,LEBANON,IL,62254.0,Y,Y,0.0,10.0,0.0,54.0,0.0,14.0,0.0,22.0,0.0,11.0,90.0,57.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,42.0,Y,0.0,24.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,947.4,193.0,20.4,St. Clair,N,N,POINT (-89.815254 38.61632300000001),2020-11-13,80,13,0.1625,1,1
187,2020-11-01,145102,MEMORIAL CARE CENTER,4315 MEMORIAL DRIVE,BELLEVILLE,IL,62226.0,Y,Y,2.0,59.0,0.0,27.0,0.0,0.0,0.0,6.0,0.0,6.0,82.0,48.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,N,,,,2.0,38.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,562.5,125.0,22.2,St. Clair,N,N,POINT (-90.01982700000002 38.5489),2020-11-13,52,8,0.15384615384615385,2,1
188,2020-11-01,146115,NEW ATHENS HOME FOR THE AGED,203 SOUTH JOHNSON STREET,NEW ATHENS,IL,62264.0,N,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,St. Clair,,,POINT (-89.877346 38.323483),2020-11-13,57,8,0.14035087719298245,1,1
